Timestamp,Bprice,Open,BtcPer,NasPer,dif,netDif
2019-06-26,11766,7934,9.918408975012749,0.06301991429291656,9.855389060719833,9.855389060719833
2019-06-27,12933,7939,-13.917884481558804,0.6298022420959819,-14.547686723654786,14.547686723654786
2019-06-28,11133,7989,-3.5480104194736373,1.9652021529603203,-5.513212572433957,5.513212572433957
2019-07-01,10738,8146,-1.480722667163345,-0.7242818561257058,-0.7564408110376393,0.7564408110376393
2019-07-02,10579,8087,2.1363077795632854,0.5317175714109064,1.604590208152379,1.604590208152379
2019-07-03,10805,8130,3.285515964831097,-0.08610086100861009,3.3716168258397072,3.3716168258397072
2019-07-05,11160,8123,2.8405017921146953,-0.12310722639418935,2.9636090185088846,2.9636090185088846
2019-07-08,11477,8113,7.284133484360024,-0.6409466288672501,7.925080113227274,7.925080113227274
2019-07-09,12313,8061,2.2252903435393487,1.5134598685026672,0.7118304750366815,0.7118304750366815
2019-07-10,12587,8183,-3.8690712640025424,0.4399364536233655,-4.309007717625908,4.309007717625908
2019-07-11,12100,8219,-6.1735537190082646,-0.12166930283489476,-6.05188441617337,6.05188441617337
2019-07-12,11353,8209,-10.270413106667842,0.6578145937385796,-10.928227700406422,10.928227700406422
2019-07-15,10187,8263,6.74388927063905,-0.1331235628706281,6.877012833509678,6.877012833509678
2019-07-16,10874,8252,-13.573661945926062,-0.3393116820164809,-13.234350263909581,13.234350263909581
2019-07-17,9398,8224,2.9367950627793147,-0.8754863813229572,3.812281444102272,3.812281444102272
2019-07-18,9674,8152,9.975191234236098,1.091756624141315,8.883434610094783,8.883434610094783
2019-07-19,10639,8241,-0.4887677413290723,-0.8372770294867127,0.3485092881576404,0.3485092881576404
2019-07-22,10587,8172,-2.4841787097383583,0.8688203622124326,-3.3529990719507907,3.3529990719507907
2019-07-23,10324,8243,-4.649360712901976,-0.19410408831736017,-4.455256624584616,4.455256624584616
2019-07-24,9844,8227,-0.731409995936611,0.8265467363559013,-1.5579567322925123,1.5579567322925123
2019-07-25,9772,8295,1.0540319279574293,-0.012055455093429777,1.066087383050859,1.066087383050859
2019-07-26,9875,8294,-3.4936708860759493,0.3737641668676151,-3.8674350529435646,3.8674350529435646
