Timestamp,Bprice,Date,Open
2022-04-01,45539,2022-04-01,14270
2022-04-04,46426,2022-04-04,14304
2022-04-05,46611,2022-04-05,14490
2022-04-06,45508,2022-04-06,14003
2022-04-07,43190,2022-04-07,13861
2022-04-08,43464,2022-04-08,13830
2022-04-11,42144,2022-04-11,13547
2022-04-12,39489,2022-04-12,13585
2022-04-13,40102,2022-04-13,13373
2022-04-14,41148,2022-04-14,13647
2022-04-18,39711,2022-04-18,13319
2022-04-19,40806,2022-04-19,13312
2022-04-20,41507,2022-04-20,13665
2022-04-21,41376,2022-04-21,13624
2022-04-22,40514,2022-04-22,13169
2022-04-25,39466,2022-04-25,12749
2022-04-26,40473,2022-04-26,12918
2022-04-27,38115,2022-04-27,12501
2022-04-28,39249,2022-04-28,12713
2022-04-29,39770,2022-04-29,12710
2022-05-02,38475,2022-05-02,12332
2022-05-03,38511,2022-05-03,12511
2022-05-04,37727,2022-05-04,12575
2022-05-05,39675,2022-05-05,12788
2022-05-06,36550,2022-05-06,12247
2022-05-09,34082,2022-05-09,11923
2022-05-10,30176,2022-05-10,11900
2022-05-11,31004,2022-05-11,11646
2022-05-12,28907,2022-05-12,11199
2022-05-13,28931,2022-05-13,11556
2022-05-16,31277,2022-05-16,11727
2022-05-17,29834,2022-05-17,11906
2022-05-18,30407,2022-05-18,11791
2022-05-19,28681,2022-05-19,11364
2022-05-20,30290,2022-05-20,11543
2022-05-23,30279,2022-05-23,11396
2022-05-24,29074,2022-05-24,11326
2022-05-25,29635,2022-05-25,11225
2022-05-26,29519,2022-05-26,11410
2022-05-27,29194,2022-05-27,11870
2022-05-31,31716,2022-05-31,12138
2022-06-01,31776,2022-06-01,12177
2022-06-02,29781,2022-06-02,11946
2022-06-03,30430,2022-06-03,12097
2022-06-06,29901,2022-06-06,12200
2022-06-07,31350,2022-06-07,11926
2022-06-08,31118,2022-06-08,12147
2022-06-09,30189,2022-06-09,12016
2022-06-10,30083,2022-06-10,11544
2022-06-13,26593,2022-06-13,10987
2022-06-14,22431,2022-06-14,10897
2022-06-15,22189,2022-06-15,10968
2022-06-16,22551,2022-06-16,10806
2022-06-17,20350,2022-06-17,10698
2022-06-21,20582,2022-06-21,10974
2022-06-22,20704,2022-06-22,10942
